pLeave,pArrive,pAttack,alpha,mu0,K,maxI,maxT,maxD,maxH,hmin,hslope,repair,h_max_c,h_base_c,h_max_a,h_base_a,file
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r0.000000rep4.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r0.000000rep5.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r0.000000rep6.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r0.000000rep7.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r0.000000rep8.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r0.000000rep9.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep0.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep1.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep2.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep3.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep4.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep5.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep6.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep7.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep8.txt
0.15,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.150000A0.350000K0.001000r1.000000rep9.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4027,1,1,0.4736,runs/stressL0.210000A0.090000K0.001000r0.000000rep0.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4032,1,1,0.4736,runs/stressL0.210000A0.090000K0.001000r0.000000rep1.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4031,1,1,0.4742,runs/stressL0.210000A0.090000K0.001000r0.000000rep2.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4035,1,1,0.4755,runs/stressL0.210000A0.090000K0.001000r0.000000rep3.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4033,1,1,0.4748,runs/stressL0.210000A0.090000K0.001000r0.000000rep4.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4037,1,1,0.4746,runs/stressL0.210000A0.090000K0.001000r0.000000rep5.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4037,1,1,0.4745,runs/stressL0.210000A0.090000K0.001000r0.000000rep6.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4035,1,1,0.4734,runs/stressL0.210000A0.090000K0.001000r0.000000rep7.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4025,1,1,0.4761,runs/stressL0.210000A0.090000K0.001000r0.000000rep8.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4039,1,1,0.4742,runs/stressL0.210000A0.090000K0.001000r0.000000rep9.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5251,1,0.99,0.5237,runs/stressL0.210000A0.090000K0.001000r1.000000rep0.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5265,1,0.99,0.5251,runs/stressL0.210000A0.090000K0.001000r1.000000rep1.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5237,1,0.99,0.5244,runs/stressL0.210000A0.090000K0.001000r1.000000rep2.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5223,1,0.99,0.5237,runs/stressL0.210000A0.090000K0.001000r1.000000rep3.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.523,1,0.99,0.5244,runs/stressL0.210000A0.090000K0.001000r1.000000rep4.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5251,1,0.99,0.523,runs/stressL0.210000A0.090000K0.001000r1.000000rep5.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5209,1,0.99,0.5195,runs/stressL0.210000A0.090000K0.001000r1.000000rep6.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5209,1,0.99,0.5209,runs/stressL0.210000A0.090000K0.001000r1.000000rep7.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.523,1,0.99,0.5258,runs/stressL0.210000A0.090000K0.001000r1.000000rep8.txt
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5258,1,0.99,0.5223,runs/stressL0.210000A0.090000K0.001000r1.000000rep9.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep0.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep1.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep2.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep3.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep4.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep5.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep6.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep7.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep8.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r0.000000rep9.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep0.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep1.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep2.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep3.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep4.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep5.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep6.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep7.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep8.txt
0.21,0.49,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.210000A0.490000K0.001000r1.000000rep9.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.864,0.35,runs/stressL0.240000A0.060000K0.001000r0.000000rep0.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8633,0.35,runs/stressL0.240000A0.060000K0.001000r0.000000rep1.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.863,0.3499,runs/stressL0.240000A0.060000K0.001000r0.000000rep2.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8635,0.3497,runs/stressL0.240000A0.060000K0.001000r0.000000rep3.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.863,0.3498,runs/stressL0.240000A0.060000K0.001000r0.000000rep4.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8637,0.3498,runs/stressL0.240000A0.060000K0.001000r0.000000rep5.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8639,0.3498,runs/stressL0.240000A0.060000K0.001000r0.000000rep6.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8638,0.35,runs/stressL0.240000A0.060000K0.001000r0.000000rep7.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8641,0.3498,runs/stressL0.240000A0.060000K0.001000r0.000000rep8.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8631,0.3496,runs/stressL0.240000A0.060000K0.001000r0.000000rep9.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep0.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep1.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep2.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep3.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep4.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep5.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep6.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep7.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep8.txt
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.89,0.52,runs/stressL0.240000A0.060000K0.001000r1.000000rep9.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep0.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep1.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep2.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep3.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep4.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep5.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep6.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep7.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep8.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r0.000000rep9.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep0.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep1.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep2.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep3.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep4.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep5.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep6.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep7.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep8.txt
0.25,0.25,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.250000A0.250000K0.001000r1.000000rep9.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5103,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep0.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5109,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep1.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5106,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep2.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5109,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep3.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5112,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep4.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5106,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep5.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5103,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep6.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5118,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep7.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5109,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep8.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,0.5109,0.31,runs/stressL0.270000A0.030000K0.001000r0.000000rep9.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9949,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep0.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9951,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep1.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9976,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep2.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9945,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep3.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9984,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep4.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9937,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep5.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.996,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep6.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9968,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep7.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9953,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep8.txt
0.27,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.9981,0.89,0.52,runs/stressL0.270000A0.030000K0.001000r1.000000rep9.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep0.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep1.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep2.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep3.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep4.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep5.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep6.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep7.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep8.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r0.000000rep9.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep0.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep1.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep2.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep3.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep4.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep5.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep6.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep7.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep8.txt
0.27,0.63,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.270000A0.630000K0.001000r1.000000rep9.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7845,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep0.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7568,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep1.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7633,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep2.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7529,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep3.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7578,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep4.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7395,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep5.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7437,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep6.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7554,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep7.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7514,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep8.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.7312,0.41,0.3,runs/stressL0.285000A0.015000K0.001000r0.000000rep9.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5676,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep0.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5673,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep1.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5679,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep2.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5686,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep3.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5676,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep4.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5686,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep5.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5678,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep6.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5677,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep7.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5678,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep8.txt
0.285,0.015,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5683,0.9,0.52,runs/stressL0.285000A0.015000K0.001000r1.000000rep9.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3955,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep0.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3951,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep1.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3956,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep2.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3963,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep3.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3967,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep4.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.4024,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep5.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.398,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep6.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3968,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep7.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3974,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep8.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3948,0.36,0.3,runs/stressL0.294000A0.006000K0.001000r0.000000rep9.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5458,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep0.txt
