pLeave,pArrive,pAttack,alpha,mu0,K,maxI,maxT,maxD,maxH,hmin,hslope,repair,h_max_c,h_base_c,h_max_a,h_base_a,file
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5471,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep1.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5475,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep2.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5479,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep3.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5461,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep4.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5476,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep5.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5461,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep6.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5474,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep7.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5474,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep8.txt
0.294,0.006,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5466,0.91,0.52,runs/stressL0.294000A0.006000K0.001000r1.000000rep9.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep0.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep1.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep2.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep3.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep4.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep5.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep6.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep7.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep8.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r0.000000rep9.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep0.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep1.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep2.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep3.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep4.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep5.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep6.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep7.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep8.txt
0.3,0.7,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.300000A0.700000K0.001000r1.000000rep9.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5584,1,1,0.8897,runs/stressL0.350000A0.150000K0.001000r0.000000rep0.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5582,1,1,0.8891,runs/stressL0.350000A0.150000K0.001000r0.000000rep1.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5583,1,1,0.8911,runs/stressL0.350000A0.150000K0.001000r0.000000rep2.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5586,1,1,0.8887,runs/stressL0.350000A0.150000K0.001000r0.000000rep3.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5581,1,1,0.891,runs/stressL0.350000A0.150000K0.001000r0.000000rep4.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5586,1,1,0.8884,runs/stressL0.350000A0.150000K0.001000r0.000000rep5.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5584,1,1,0.8916,runs/stressL0.350000A0.150000K0.001000r0.000000rep6.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5589,1,1,0.8908,runs/stressL0.350000A0.150000K0.001000r0.000000rep7.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5583,1,1,0.8895,runs/stressL0.350000A0.150000K0.001000r0.000000rep8.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.5586,1,1,0.8909,runs/stressL0.350000A0.150000K0.001000r0.000000rep9.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5258,1,0.96,0.5073,runs/stressL0.350000A0.150000K0.001000r1.000000rep0.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5237,1,0.96,0.5053,runs/stressL0.350000A0.150000K0.001000r1.000000rep1.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5234,1,0.96,0.505,runs/stressL0.350000A0.150000K0.001000r1.000000rep2.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.524,1,0.96,0.5066,runs/stressL0.350000A0.150000K0.001000r1.000000rep3.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5243,1,0.96,0.5051,runs/stressL0.350000A0.150000K0.001000r1.000000rep4.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.524,1,0.96,0.5062,runs/stressL0.350000A0.150000K0.001000r1.000000rep5.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5261,1,0.96,0.5087,runs/stressL0.350000A0.150000K0.001000r1.000000rep6.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5246,1,0.96,0.506,runs/stressL0.350000A0.150000K0.001000r1.000000rep7.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.524,1,0.96,0.507,runs/stressL0.350000A0.150000K0.001000r1.000000rep8.txt
0.35,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5246,1,0.96,0.5016,runs/stressL0.350000A0.150000K0.001000r1.000000rep9.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep0.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep1.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep2.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep3.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep4.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep5.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep6.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep7.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep8.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r0.000000rep9.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep0.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep1.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep2.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep3.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep4.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep5.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep6.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep7.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep8.txt
0.35,0.35,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.350000A0.350000K0.001000r1.000000rep9.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3907,1,0.8235,0.4191,runs/stressL0.400000A0.100000K0.001000r0.000000rep0.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3905,1,0.8247,0.4183,runs/stressL0.400000A0.100000K0.001000r0.000000rep1.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3908,1,0.8237,0.4193,runs/stressL0.400000A0.100000K0.001000r0.000000rep2.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3903,1,0.824,0.4197,runs/stressL0.400000A0.100000K0.001000r0.000000rep3.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3909,1,0.8241,0.4192,runs/stressL0.400000A0.100000K0.001000r0.000000rep4.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3908,1,0.8231,0.4186,runs/stressL0.400000A0.100000K0.001000r0.000000rep5.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3908,1,0.824,0.4195,runs/stressL0.400000A0.100000K0.001000r0.000000rep6.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.391,1,0.8239,0.4192,runs/stressL0.400000A0.100000K0.001000r0.000000rep7.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3905,1,0.8246,0.4204,runs/stressL0.400000A0.100000K0.001000r0.000000rep8.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3905,1,0.823,0.4189,runs/stressL0.400000A0.100000K0.001000r0.000000rep9.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5244,1,0.8091,0.5209,runs/stressL0.400000A0.100000K0.001000r1.000000rep0.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5244,1,0.8082,0.5181,runs/stressL0.400000A0.100000K0.001000r1.000000rep1.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5216,1,0.8086,0.523,runs/stressL0.400000A0.100000K0.001000r1.000000rep2.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5223,1,0.809,0.5223,runs/stressL0.400000A0.100000K0.001000r1.000000rep3.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5258,1,0.8088,0.5202,runs/stressL0.400000A0.100000K0.001000r1.000000rep4.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5251,1,0.8092,0.5244,runs/stressL0.400000A0.100000K0.001000r1.000000rep5.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5195,1,0.8089,0.523,runs/stressL0.400000A0.100000K0.001000r1.000000rep6.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5195,1,0.8088,0.5195,runs/stressL0.400000A0.100000K0.001000r1.000000rep7.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5216,1,0.8091,0.5202,runs/stressL0.400000A0.100000K0.001000r1.000000rep8.txt
0.4,0.1,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5223,1,0.8091,0.5251,runs/stressL0.400000A0.100000K0.001000r1.000000rep9.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5004,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep0.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5013,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep1.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5007,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep2.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5005,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep3.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5007,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep4.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5004,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep5.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5006,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep6.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.501,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep7.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5006,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep8.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.32,1,0.5007,0.32,runs/stressL0.450000A0.050000K0.001000r0.000000rep9.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5855,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep0.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5866,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep1.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5861,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep2.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5858,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep3.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5852,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep4.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.587,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep5.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5865,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep6.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5861,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep7.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5866,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep8.txt
0.45,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5864,0.84,0.52,runs/stressL0.450000A0.050000K0.001000r1.000000rep9.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep0.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep1.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep2.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep3.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep4.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep5.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep6.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep7.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep8.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r0.000000rep9.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep0.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep1.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep2.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep3.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep4.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep5.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep6.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep7.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep8.txt
0.45,0.45,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.450000A0.450000K0.001000r1.000000rep9.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5053,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep0.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.4991,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep1.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5028,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep2.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5007,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep3.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5034,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep4.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5059,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep5.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5043,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep6.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.5009,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep7.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.502,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep8.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.4971,0.41,0.31,runs/stressL0.475000A0.025000K0.001000r0.000000rep9.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5432,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep0.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5429,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep1.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5433,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep2.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5436,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep3.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5438,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep4.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5427,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep5.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5437,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep6.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5427,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep7.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.543,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep8.txt
0.475,0.025,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5424,0.86,0.52,runs/stressL0.475000A0.025000K0.001000r1.000000rep9.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3659,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep0.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3638,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep1.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3651,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep2.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3644,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep3.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3655,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep4.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3639,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep5.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3639,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep6.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3667,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep7.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3652,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep8.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.364,0.35,0.3,runs/stressL0.490000A0.010000K0.001000r0.000000rep9.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5326,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep0.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5332,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep1.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5337,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep2.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5354,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep3.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5344,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep4.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5343,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep5.txt
