pLeave,pArrive,pAttack,alpha,mu0,K,maxI,maxT,maxD,maxH,hmin,hslope,repair,h_max_c,h_base_c,h_max_a,h_base_a,max_damage,file,predDeaths,damageDeaths,bkgrndDeaths
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3301,1,1,0.393,871.93,stressL0.050000A0.050000K0.001000r0.000000rep0.txt,0.00260182,9.79886e-4,1.77693e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.4,1,1,0.3724,853.19,stressL0.050000A0.050000K0.001000r0.204082rep0.txt,0.00231293,0.00105735,1.75813e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.44,1,1,0.3507,835.58,stressL0.050000A0.050000K0.001000r0.408163rep0.txt,0.00221257,0.00109482,1.76928e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.4752,1,1,0.34,818.42,stressL0.050000A0.050000K0.001000r0.612245rep0.txt,0.00214406,0.00110329,1.77303e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.5,1,1,0.3537,799.53,stressL0.050000A0.050000K0.001000r0.816327rep0.txt,0.0020968,0.00108187,1.77029e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.527,1,1,0.4379,781.22,stressL0.050000A0.050000K0.001000r1.020408rep0.txt,0.00204589,0.00108762,1.77738e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.547,1,1,0.549,763.25,stressL0.050000A0.050000K0.001000r1.224490rep0.txt,0.00199926,0.00107016,1.7733e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.5667,1,1,0.5656,745.38,stressL0.050000A0.050000K0.001000r1.428571rep0.txt,0.00195647,0.00106098,1.77438e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.5856,1,1,0.5801,726.97,stressL0.050000A0.050000K0.001000r1.632653rep0.txt,0.00192072,0.00104649,1.7744e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6,1,1,0.6,708.31,stressL0.050000A0.050000K0.001000r1.836735rep0.txt,0.0018903,0.00102812,1.77557e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.050000A0.050000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.6191,1,1,0.62,691.08,stressL0.050000A0.050000K0.001000r2.040816rep0.txt,0.00184928,0.00101278,1.77455e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.6337,1,1,0.6328,672.43,stressL0.050000A0.050000K0.001000r2.244898rep0.txt,0.00181886,9.97741e-4,1.77412e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,1,1,0.65,654.01,stressL0.050000A0.050000K0.001000r2.448980rep0.txt,0.00178752,9.7614e-4,1.77511e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.6612,1,1,0.6636,636.5,stressL0.050000A0.050000K0.001000r2.653061rep0.txt,0.00175419,9.66811e-4,1.77548e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6772,1,1,0.6765,617.68,stressL0.050000A0.050000K0.001000r2.857143rep0.txt,0.00172396,9.39721e-4,1.77225e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,1,1,0.69,599.55,stressL0.050000A0.050000K0.001000r3.061224rep0.txt,0.00169565,9.13045e-4,1.76818e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7,1,1,0.7,581.84,stressL0.050000A0.050000K0.001000r3.265306rep0.txt,0.00166751,8.95459e-4,1.76751e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.7165,1,1,0.7172,564.18,stressL0.050000A0.050000K0.001000r3.469388rep0.txt,0.00162976,8.81654e-4,1.76756e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.73,1,1,0.7294,545.31,stressL0.050000A0.050000K0.001000r3.673469rep0.txt,0.00159513,8.59992e-4,1.76459e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,1,1,0.74,526.89,stressL0.050000A0.050000K0.001000r3.877551rep0.txt,0.00156658,8.34518e-4,1.76214e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,1,1,0.75,508.64,stressL0.050000A0.050000K0.001000r4.081633rep0.txt,0.00153609,8.13246e-4,1.75918e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.76,1,1,0.76,491,stressL0.050000A0.050000K0.001000r4.285714rep0.txt,0.00150527,7.94124e-4,1.75846e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.77,1,1,0.77,472.63,stressL0.050000A0.050000K0.001000r4.489796rep0.txt,0.00147449,7.71285e-4,1.75527e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.7822,1,1,0.7852,454.58,stressL0.050000A0.050000K0.001000r4.693878rep0.txt,0.00143483,7.59339e-4,1.75497e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.7946,1,1,0.7946,436.66,stressL0.050000A0.050000K0.001000r4.897959rep0.txt,0.00140042,7.39036e-4,1.75356e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.10204,0.8052,1,1,0.807,417.86,stressL0.050000A0.050000K0.001000r5.102041rep0.txt,0.0013643,7.17967e-4,1.75065e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.30612,0.814,1,1,0.813,400.19,stressL0.050000A0.050000K0.001000r5.306122rep0.txt,0.00132735,6.95797e-4,1.74649e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.5102,0.8245,1,1,0.827,381.61,stressL0.050000A0.050000K0.001000r5.510204rep0.txt,0.00129098,6.75786e-4,1.74558e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.71429,0.83,1,1,0.83,363.77,stressL0.050000A0.050000K0.001000r5.714286rep0.txt,0.0012647,6.40278e-4,1.74022e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.91837,0.84,1,1,0.84,345.95,stressL0.050000A0.050000K0.001000r5.918367rep0.txt,0.00122484,6.17594e-4,1.73692e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.12245,0.85,1,1,0.85,327.67,stressL0.050000A0.050000K0.001000r6.122449rep0.txt,0.00118487,5.91304e-4,1.73142e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.32653,0.86,1,1,0.86,309.16,stressL0.050000A0.050000K0.001000r6.326531rep0.txt,0.00114608,5.64355e-4,1.72798e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.53061,0.87,1,1,0.87,290.13,stressL0.050000A0.050000K0.001000r6.530612rep0.txt,0.001107,5.32515e-4,1.72077e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.73469,0.88,1,1,0.88,273.13,stressL0.050000A0.050000K0.001000r6.734694rep0.txt,0.00106519,5.02442e-4,1.715e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.93878,0.8896,1,1,0.8884,254.78,stressL0.050000A0.050000K0.001000r6.938776rep0.txt,0.00102427,4.69124e-4,1.705e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.14286,0.897,1,1,0.898,237.22,stressL0.050000A0.050000K0.001000r7.142857rep0.txt,9.88638e-4,4.31495e-4,1.69691e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.34694,0.906,1,1,0.906,218.74,stressL0.050000A0.050000K0.001000r7.346939rep0.txt,9.46105e-4,3.93835e-4,1.68354e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.55102,0.91,1,1,0.91,199.04,stressL0.050000A0.050000K0.001000r7.551020rep0.txt,9.13803e-4,3.41746e-4,1.66925e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.7551,0.92,1,1,0.92,182.18,stressL0.050000A0.050000K0.001000r7.755102rep0.txt,8.70316e-4,2.93936e-4,1.65534e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.95918,0.93,1,1,0.93,163.85,stressL0.050000A0.050000K0.001000r7.959184rep0.txt,8.21342e-4,2.44868e-4,1.63801e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.16327,0.9392,1,0.99,0.9368,144.3,stressL0.050000A0.050000K0.001000r8.163265rep0.txt,7.85258e-4,1.77179e-4,1.61157e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.36735,0.948,1,0.98,0.9472,118.26,stressL0.050000A0.050000K0.001000r8.367347rep0.txt,7.6537e-4,8.44106e-5,1.57268e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.57143,0.95,0.9701,0.98,0.95,56.29,stressL0.050000A0.050000K0.001000r8.571429rep0.txt,6.94893e-4,4.45471e-5,1.55014e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.77551,0.96,0.9631,0.98,0.96,4.84,stressL0.050000A0.050000K0.001000r8.775510rep0.txt,5.99034e-4,2.2962e-5,1.53197e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.97959,0.97,0.9701,0.98,0.97,1,stressL0.050000A0.050000K0.001000r8.979592rep0.txt,4.90308e-4,9.20984e-6,1.51523e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.9784,0.9771,0.9795,0.9756,0.33,stressL0.050000A0.050000K0.001000r9.183673rep0.txt,3.77716e-4,6.03369e-6,1.49868e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.9848,0.9851,0.9889,0.9844,0.58,stressL0.050000A0.050000K0.001000r9.387755rep0.txt,2.54365e-4,1.24707e-5,1.48447e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,0.9926,1,0.99,0.53,stressL0.050000A0.050000K0.001000r9.591837rep0.txt,1.30304e-4,9.80426e-6,1.47e-4
0.05,0.05,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,1,0.9996,1,1,0.05,stressL0.050000A0.050000K0.001000r9.795918rep0.txt,2.6084e-6,3.5932e-7,1.44939e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,1,1,0.3201,872.23,stressL0.070000A0.030000K0.001000r0.000000rep0.txt,0.00170127,3.26739e-4,1.6017e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.4,1,1,0.3101,854.36,stressL0.070000A0.030000K0.001000r0.204082rep0.txt,0.00159152,3.25292e-4,1.57877e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.44,1,1,0.3406,835.65,stressL0.070000A0.030000K0.001000r0.408163rep0.txt,0.00155536,3.00199e-4,1.5651e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.47,1,1,0.4544,817.39,stressL0.070000A0.030000K0.001000r0.612245rep0.txt,0.00152647,2.82319e-4,1.55842e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.5,1,1,0.5,799.58,stressL0.070000A0.030000K0.001000r0.816327rep0.txt,0.00149772,2.69687e-4,1.55669e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.5235,1,1,0.5248,781.45,stressL0.070000A0.030000K0.001000r1.020408rep0.txt,0.00146781,2.63582e-4,1.55398e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.55,1,1,0.5444,763.5,stressL0.070000A0.030000K0.001000r1.224490rep0.txt,0.00144076,2.55658e-4,1.55433e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.564,1,1,0.5676,745.08,stressL0.070000A0.030000K0.001000r1.428571rep0.txt,0.0014113,2.51541e-4,1.55344e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.5856,1,1,0.5856,726.81,stressL0.070000A0.030000K0.001000r1.632653rep0.txt,0.00138423,2.49246e-4,1.55433e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6,1,1,0.6,708.71,stressL0.070000A0.030000K0.001000r1.836735rep0.txt,0.00135845,2.43473e-4,1.55547e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.070000A0.030000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.62,1,1,0.6191,690.84,stressL0.070000A0.030000K0.001000r2.040816rep0.txt,0.0013252,2.43432e-4,1.55501e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.63,1,1,0.63,672.38,stressL0.070000A0.030000K0.001000r2.244898rep0.txt,0.00130054,2.41746e-4,1.55509e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,1,1,0.65,653.93,stressL0.070000A0.030000K0.001000r2.448980rep0.txt,0.00126714,2.43711e-4,1.55814e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.66,1,1,0.66,636.17,stressL0.070000A0.030000K0.001000r2.653061rep0.txt,0.00124169,2.44393e-4,1.55956e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6786,1,1,0.6779,617.93,stressL0.070000A0.030000K0.001000r2.857143rep0.txt,0.00120796,2.48786e-4,1.56153e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,1,1,0.69,600.14,stressL0.070000A0.030000K0.001000r3.061224rep0.txt,0.00117851,2.47575e-4,1.56192e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7,1,1,0.7,582.7,stressL0.070000A0.030000K0.001000r3.265306rep0.txt,0.00115211,2.49095e-4,1.56431e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.7158,1,1,0.7179,563.33,stressL0.070000A0.030000K0.001000r3.469388rep0.txt,0.00111645,2.56066e-4,1.56534e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.7294,1,1,0.7276,545.56,stressL0.070000A0.030000K0.001000r3.673469rep0.txt,0.00108728,2.55194e-4,1.56771e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,1,1,0.74,526.97,stressL0.070000A0.030000K0.001000r3.877551rep0.txt,0.00105702,2.54556e-4,1.5685e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,1,1,0.75,508.75,stressL0.070000A0.030000K0.001000r4.081633rep0.txt,0.00102783,2.56091e-4,1.57004e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.76,1,1,0.76,491.33,stressL0.070000A0.030000K0.001000r4.285714rep0.txt,9.98575e-4,2.56758e-4,1.57095e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.77,1,1,0.77,472.96,stressL0.070000A0.030000K0.001000r4.489796rep0.txt,9.69274e-4,2.56698e-4,1.57153e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.78,1,1,0.78,454.82,stressL0.070000A0.030000K0.001000r4.693878rep0.txt,9.38795e-4,2.57163e-4,1.5722e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.79,1,1,0.79,436.73,stressL0.070000A0.030000K0.001000r4.897959rep0.txt,9.09069e-4,2.56384e-4,1.57297e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.10204,0.8,1,1,0.8,418.42,stressL0.070000A0.030000K0.001000r5.102041rep0.txt,8.79165e-4,2.55398e-4,1.57425e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.30612,0.81,1,1,0.81,401.04,stressL0.070000A0.030000K0.001000r5.306122rep0.txt,8.4797e-4,2.54047e-4,1.57427e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.5102,0.82,1,1,0.82,382.09,stressL0.070000A0.030000K0.001000r5.510204rep0.txt,8.18283e-4,2.49912e-4,1.57294e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.71429,0.83,1,1,0.83,363.23,stressL0.070000A0.030000K0.001000r5.714286rep0.txt,7.86148e-4,2.48357e-4,1.57389e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.91837,0.84,1,1,0.84,345.41,stressL0.070000A0.030000K0.001000r5.918367rep0.txt,7.56153e-4,2.43812e-4,1.57441e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.12245,0.85,1,1,0.85,326.86,stressL0.070000A0.030000K0.001000r6.122449rep0.txt,7.23594e-4,2.38988e-4,1.57238e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.32653,0.86,1,1,0.86,308.84,stressL0.070000A0.030000K0.001000r6.326531rep0.txt,6.92467e-4,2.32631e-4,1.57152e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.53061,0.87,1,1,0.87,290.47,stressL0.070000A0.030000K0.001000r6.530612rep0.txt,6.60614e-4,2.26097e-4,1.5713e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.73469,0.88,1,1,0.88,272.57,stressL0.070000A0.030000K0.001000r6.734694rep0.txt,6.29028e-4,2.17101e-4,1.56879e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.93878,0.889,1,1,0.8885,254.46,stressL0.070000A0.030000K0.001000r6.938776rep0.txt,5.97148e-4,2.0965e-4,1.56592e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.14286,0.897,1,1,0.898,237.52,stressL0.070000A0.030000K0.001000r7.142857rep0.txt,5.66822e-4,2.00278e-4,1.56261e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.34694,0.9055,1,1,0.9075,218.32,stressL0.070000A0.030000K0.001000r7.346939rep0.txt,5.34865e-4,1.91041e-4,1.55927e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.55102,0.91,1,1,0.91,200.34,stressL0.070000A0.030000K0.001000r7.551020rep0.txt,5.08232e-4,1.71033e-4,1.55459e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.7551,0.92,1,1,0.92,179.74,stressL0.070000A0.030000K0.001000r7.755102rep0.txt,4.74258e-4,1.55705e-4,1.54965e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.95918,0.93,1,1,0.93,157.08,stressL0.070000A0.030000K0.001000r7.959184rep0.txt,4.40735e-4,1.37058e-4,1.54271e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.16327,0.9392,1,1,0.9388,131.97,stressL0.070000A0.030000K0.001000r8.163265rep0.txt,4.05346e-4,1.21357e-4,1.53569e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.36735,0.9464,1,1,0.9476,109.68,stressL0.070000A0.030000K0.001000r8.367347rep0.txt,3.69414e-4,1.06693e-4,1.52824e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.57143,0.95,1,1,0.95,97.17,stressL0.070000A0.030000K0.001000r8.571429rep0.txt,3.37022e-4,8.18923e-5,1.51861e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.77551,0.96,1,1,0.96,82.93,stressL0.070000A0.030000K0.001000r8.775510rep0.txt,2.92436e-4,6.33082e-5,1.50841e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.97959,0.97,1,1,0.97,68.95,stressL0.070000A0.030000K0.001000r8.979592rep0.txt,2.45885e-4,4.27967e-5,1.49722e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.978,1,1,0.9768,54.73,stressL0.070000A0.030000K0.001000r9.183673rep0.txt,1.938e-4,3.20167e-5,1.48575e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.98,0.9906,1,0.98,18.91,stressL0.070000A0.030000K0.001000r9.387755rep0.txt,1.41038e-4,1.75119e-5,1.47353e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,0.9938,1,0.99,4.9,stressL0.070000A0.030000K0.001000r9.591837rep0.txt,7.14434e-5,1.10128e-5,1.46272e-4
0.07,0.03,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,1,1,1,1,0.34,stressL0.070000A0.030000K0.001000r9.795918rep0.txt,1.42218e-6,4.54705e-7,1.44923e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,1,0.82,0.3069,867.56,stressL0.080000A0.020000K0.001000r0.000000rep0.txt,0.00119665,1.20152e-4,1.53781e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.4,1,0.75,0.3696,837.05,stressL0.080000A0.020000K0.001000r0.204082rep0.txt,0.00115708,5.33244e-5,1.48287e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.44,1,0.81,0.44,812.77,stressL0.080000A0.020000K0.001000r0.408163rep0.txt,0.00112739,4.90333e-5,1.48075e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.47,1,0.86,0.47,794.44,stressL0.080000A0.020000K0.001000r0.612245rep0.txt,0.00109786,5.26649e-5,1.48173e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.5,1,0.89,0.5,775.32,stressL0.080000A0.020000K0.001000r0.816327rep0.txt,0.00106938,5.7577e-5,1.48548e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.52,1,0.92,0.52,757.98,stressL0.080000A0.020000K0.001000r1.020408rep0.txt,0.0010439,6.35877e-5,1.48795e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.5472,1,0.94,0.5472,739.69,stressL0.080000A0.020000K0.001000r1.224490rep0.txt,0.00101388,7.311e-5,1.49099e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.5652,1,0.96,0.5664,722.64,stressL0.080000A0.020000K0.001000r1.428571rep0.txt,9.87495e-4,8.10627e-5,1.49468e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.58,1,0.98,0.58,705.41,stressL0.080000A0.020000K0.001000r1.632653rep0.txt,9.6371e-4,8.57551e-5,1.49575e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6,1,0.99,0.6,687.43,stressL0.080000A0.020000K0.001000r1.836735rep0.txt,9.35948e-4,9.34481e-5,1.49848e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.080000A0.020000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.6191,1,1,0.62,670.27,stressL0.080000A0.020000K0.001000r2.040816rep0.txt,9.09338e-4,1.01814e-4,1.50287e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.63,1,1,0.63,653.56,stressL0.080000A0.020000K0.001000r2.244898rep0.txt,8.87966e-4,1.07035e-4,1.50473e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,1,1,0.65,634.78,stressL0.080000A0.020000K0.001000r2.448980rep0.txt,8.60536e-4,1.13604e-4,1.50718e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.66,1,1,0.66,617.68,stressL0.080000A0.020000K0.001000r2.653061rep0.txt,8.39352e-4,1.18467e-4,1.50827e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.676,1,1,0.6792,599.94,stressL0.080000A0.020000K0.001000r2.857143rep0.txt,8.12883e-4,1.26567e-4,1.51061e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,1,1,0.69,583,stressL0.080000A0.020000K0.001000r3.061224rep0.txt,7.90805e-4,1.2865e-4,1.51208e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7,1,1,0.7,564.65,stressL0.080000A0.020000K0.001000r3.265306rep0.txt,7.69861e-4,1.32562e-4,1.51317e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.7158,1,1,0.7179,548.02,stressL0.080000A0.020000K0.001000r3.469388rep0.txt,7.44889e-4,1.40913e-4,1.51541e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.7258,1,1,0.7279,529.3,stressL0.080000A0.020000K0.001000r3.673469rep0.txt,7.24378e-4,1.41131e-4,1.51784e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,1,1,0.74,512.24,stressL0.080000A0.020000K0.001000r3.877551rep0.txt,7.02101e-4,1.42116e-4,1.51797e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,1,1,0.75,493.53,stressL0.080000A0.020000K0.001000r4.081633rep0.txt,6.81993e-4,1.44476e-4,1.52004e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.76,1,1,0.76,475.8,stressL0.080000A0.020000K0.001000r4.285714rep0.txt,6.61473e-4,1.46151e-4,1.52068e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.77,1,1,0.77,456.05,stressL0.080000A0.020000K0.001000r4.489796rep0.txt,6.41234e-4,1.47343e-4,1.52155e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.78,1,1,0.78,437.4,stressL0.080000A0.020000K0.001000r4.693878rep0.txt,6.20187e-4,1.48453e-4,1.5217e-4
0.08,0.02,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.79,1,1,0.79,419.74,stressL0.080000A0.020000K0.001000r4.897959rep0.txt,5.99795e-4,1.48861e-4,1.52244e-4
