pLeave,pArrive,pAttack,alpha,mu0,K,maxI,maxT,maxD,maxH,hmin,hslope,repair,h_max_c,h_base_c,h_max_a,h_base_a,max_damage,file,predDeaths,damageDeaths,bkgrndDeaths
0.098,0.002,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,1,1,0.99,18.87,stressL0.098000A0.002000K0.001000r9.591837rep0.txt,3.59632e-6,1.40847e-6,1.44988e-4
0.098,0.002,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,1,1,1,1,0.33,stressL0.098000A0.002000K0.001000r9.795918rep0.txt,6.61127e-8,3.23207e-7,1.44896e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7081,1,1,1,903.03,stressL0.150000A0.150000K0.001000r0.000000rep0.txt,0.00534402,0.0111438,4.61285e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.6856,1,1,1,879.25,stressL0.150000A0.150000K0.001000r0.204082rep0.txt,0.00554302,0.0103983,4.52137e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.6701,1,1,1,856.91,stressL0.150000A0.150000K0.001000r0.408163rep0.txt,0.0056627,0.00952523,4.37067e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.6454,1,1,1,834,stressL0.150000A0.150000K0.001000r0.612245rep0.txt,0.00577977,0.00872177,4.23824e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.6279,1,1,1,811.41,stressL0.150000A0.150000K0.001000r0.816327rep0.txt,0.00584703,0.0076413,4.00551e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.6015,1,1,1,788.82,stressL0.150000A0.150000K0.001000r1.020408rep0.txt,0.00579701,0.0064899,3.71307e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.5782,1,1,1,766.62,stressL0.150000A0.150000K0.001000r1.224490rep0.txt,0.00531792,0.00500253,3.17841e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.568,1,1,0.9392,744.9,stressL0.150000A0.150000K0.001000r1.428571rep0.txt,0.00448942,0.00365767,2.56266e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.5854,1,1,0.8444,726.87,stressL0.150000A0.150000K0.001000r1.632653rep0.txt,0.00448964,0.00358385,2.59836e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6034,1,1,0.7155,709.11,stressL0.150000A0.150000K0.001000r1.836735rep0.txt,0.00431597,0.00324791,2.48621e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.150000A0.150000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.6196,1,1,0.5668,691.29,stressL0.150000A0.150000K0.001000r2.040816rep0.txt,0.00422307,0.00289104,2.38829e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.636,1,1,0.6259,673.38,stressL0.150000A0.150000K0.001000r2.244898rep0.txt,0.00412261,0.00259173,2.30101e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,1,1,0.65,654.22,stressL0.150000A0.150000K0.001000r2.448980rep0.txt,0.00402316,0.00225067,2.19663e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.6622,1,1,0.6652,636.33,stressL0.150000A0.150000K0.001000r2.653061rep0.txt,0.0039387,0.00198444,2.11818e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6782,1,1,0.6752,618.19,stressL0.150000A0.150000K0.001000r2.857143rep0.txt,0.00386087,0.0017154,2.04077e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,1,1,0.69,600.19,stressL0.150000A0.150000K0.001000r3.061224rep0.txt,0.00377481,0.00146387,1.96093e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7051,1,1,0.703,581.49,stressL0.150000A0.150000K0.001000r3.265306rep0.txt,0.00367208,0.00126656,1.89568e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.7188,1,1,0.717,563.27,stressL0.150000A0.150000K0.001000r3.469388rep0.txt,0.00357338,0.00107435,1.83175e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.7282,1,1,0.7276,545.77,stressL0.150000A0.150000K0.001000r3.673469rep0.txt,0.00347115,9.17145e-4,1.77909e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,1,1,0.74,526.91,stressL0.150000A0.150000K0.001000r3.877551rep0.txt,0.00336949,7.86048e-4,1.73466e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,1,1,0.75,508.73,stressL0.150000A0.150000K0.001000r4.081633rep0.txt,0.00327123,6.90575e-4,1.70422e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.7628,1,1,0.7604,490.99,stressL0.150000A0.150000K0.001000r4.285714rep0.txt,0.00315485,6.14604e-4,1.67554e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.777,1,1,0.7728,473.16,stressL0.150000A0.150000K0.001000r4.489796rep0.txt,0.00303391,5.46589e-4,1.6482e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.7816,1,1,0.7864,454.52,stressL0.150000A0.150000K0.001000r4.693878rep0.txt,0.00292834,4.92549e-4,1.63335e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.7935,1,1,0.7925,436.65,stressL0.150000A0.150000K0.001000r4.897959rep0.txt,0.00281039,4.52344e-4,1.61924e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.10204,0.804,1,1,0.806,418.2,stressL0.150000A0.150000K0.001000r5.102041rep0.txt,0.00269208,4.1533e-4,1.60564e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.30612,0.8105,1,1,0.8145,400.58,stressL0.150000A0.150000K0.001000r5.306122rep0.txt,0.00257374,3.82209e-4,1.5931e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.5102,0.8225,1,1,0.8245,381.68,stressL0.150000A0.150000K0.001000r5.510204rep0.txt,0.00245432,3.54764e-4,1.58269e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.71429,0.8355,1,1,0.833,363.56,stressL0.150000A0.150000K0.001000r5.714286rep0.txt,0.00233937,3.28111e-4,1.57379e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.91837,0.844,1,1,0.8425,345.67,stressL0.150000A0.150000K0.001000r5.918367rep0.txt,0.00222291,3.08342e-4,1.56919e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.12245,0.8535,1,1,0.853,327.75,stressL0.150000A0.150000K0.001000r6.122449rep0.txt,0.00210408,2.846e-4,1.5585e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.32653,0.86,1,1,0.86,308.31,stressL0.150000A0.150000K0.001000r6.326531rep0.txt,0.00199775,2.56581e-4,1.55301e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.53061,0.87,1,1,0.87,291.3,stressL0.150000A0.150000K0.001000r6.530612rep0.txt,0.00187935,2.3364e-4,1.54581e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.73469,0.88,1,1,0.88,269.9,stressL0.150000A0.150000K0.001000r6.734694rep0.txt,0.00175739,2.12067e-4,1.53684e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.93878,0.8892,1,1,0.8892,247.54,stressL0.150000A0.150000K0.001000r6.938776rep0.txt,0.00164187,1.93195e-4,1.53001e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.14286,0.8964,0.9996,1,0.8984,220.8,stressL0.150000A0.150000K0.001000r7.142857rep0.txt,0.00152493,1.77969e-4,1.52389e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.34694,0.9072,0.9608,1,0.9072,188.95,stressL0.150000A0.150000K0.001000r7.346939rep0.txt,0.00141056,1.61816e-4,1.5176e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.55102,0.912,0.95,1,0.9165,142.14,stressL0.150000A0.150000K0.001000r7.551020rep0.txt,0.00129252,1.48667e-4,1.51166e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.7551,0.92,0.95,1,0.92,72.52,stressL0.150000A0.150000K0.001000r7.755102rep0.txt,0.00118695,1.24545e-4,1.50494e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.95918,0.93,0.95,1,0.93,55.44,stressL0.150000A0.150000K0.001000r7.959184rep0.txt,0.00106442,1.05164e-4,1.49678e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.16327,0.9392,0.9547,1,0.9396,44.21,stressL0.150000A0.150000K0.001000r8.163265rep0.txt,9.4446e-4,9.25111e-5,1.49267e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.36735,0.948,0.9606,1,0.9464,38.21,stressL0.150000A0.150000K0.001000r8.367347rep0.txt,8.31143e-4,7.95473e-5,1.48631e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.57143,0.9552,0.9649,1,0.9532,33.43,stressL0.150000A0.150000K0.001000r8.571429rep0.txt,7.115e-4,7.15541e-5,1.48043e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.77551,0.96,0.9702,1,0.96,27.8,stressL0.150000A0.150000K0.001000r8.775510rep0.txt,6.01475e-4,5.29627e-5,1.47486e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.97959,0.97,0.9794,1,0.97,24,stressL0.150000A0.150000K0.001000r8.979592rep0.txt,4.78391e-4,3.65307e-5,1.46891e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.9784,0.9851,1,0.9772,20.93,stressL0.150000A0.150000K0.001000r9.183673rep0.txt,3.59148e-4,3.03848e-5,1.46373e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.9864,0.9973,1,0.9848,18.55,stressL0.150000A0.150000K0.001000r9.387755rep0.txt,2.39409e-4,2.65197e-5,1.45932e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,1,1,0.99,15.29,stressL0.150000A0.150000K0.001000r9.591837rep0.txt,1.26381e-4,1.47773e-5,1.45456e-4
0.15,0.15,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,0.9996,1,1,1,0.37,stressL0.150000A0.150000K0.001000r9.795918rep0.txt,2.42163e-6,4.83279e-7,1.44915e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4037,1,1,0.4733,874.99,stressL0.210000A0.090000K0.001000r0.000000rep0.txt,0.00505462,0.00133672,2.31166e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.405,1,1,0.438,854.04,stressL0.210000A0.090000K0.001000r0.204082rep0.txt,0.00413592,7.80459e-4,1.85653e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.4424,1,1,0.4017,836.47,stressL0.210000A0.090000K0.001000r0.408163rep0.txt,0.00383709,6.80251e-4,1.77486e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.4745,1,1,0.4343,817.37,stressL0.210000A0.090000K0.001000r0.612245rep0.txt,0.00360956,5.86441e-4,1.70803e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.5,1,1,0.4981,799.53,stressL0.210000A0.090000K0.001000r0.816327rep0.txt,0.00342953,5.03344e-4,1.65482e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.5258,1,0.99,0.5251,781.08,stressL0.210000A0.090000K0.001000r1.020408rep0.txt,0.0032836,4.45259e-4,1.62189e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.5479,1,0.99,0.5465,762.75,stressL0.210000A0.090000K0.001000r1.224490rep0.txt,0.00314588,3.98469e-4,1.59348e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.5668,1,0.98,0.5644,744.49,stressL0.210000A0.090000K0.001000r1.428571rep0.txt,0.00304077,3.47994e-4,1.57332e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.5868,1,0.98,0.586,725.61,stressL0.210000A0.090000K0.001000r1.632653rep0.txt,0.00293724,3.19653e-4,1.56071e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6064,1,0.99,0.6064,707.27,stressL0.210000A0.090000K0.001000r1.836735rep0.txt,0.00283249,3.01977e-4,1.55006e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.210000A0.090000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.62,1,1,0.62,688.47,stressL0.210000A0.090000K0.001000r2.040816rep0.txt,0.00273504,2.75403e-4,1.54116e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.6319,1,1,0.6373,669.33,stressL0.210000A0.090000K0.001000r2.244898rep0.txt,0.00264022,2.64481e-4,1.534e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,1,1,0.6492,651.11,stressL0.210000A0.090000K0.001000r2.448980rep0.txt,0.00255149,2.45404e-4,1.52959e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.6668,1,1,0.6644,632.76,stressL0.210000A0.090000K0.001000r2.653061rep0.txt,0.00246141,2.43174e-4,1.52554e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6758,1,1,0.6779,613.44,stressL0.210000A0.090000K0.001000r2.857143rep0.txt,0.00237664,2.33295e-4,1.52491e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,1,1,0.69,594.17,stressL0.210000A0.090000K0.001000r3.061224rep0.txt,0.00229112,2.23579e-4,1.5196e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.6974,1,1,0.7044,575.96,stressL0.210000A0.090000K0.001000r3.265306rep0.txt,0.00220888,2.23165e-4,1.51935e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.7179,1,1,0.7186,556.84,stressL0.210000A0.090000K0.001000r3.469388rep0.txt,0.00212719,2.14859e-4,1.51715e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.7282,1,1,0.7288,536.5,stressL0.210000A0.090000K0.001000r3.673469rep0.txt,0.00204705,2.05382e-4,1.51408e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,1,1,0.74,517.3,stressL0.210000A0.090000K0.001000r3.877551rep0.txt,0.00197176,1.97143e-4,1.51278e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,1,1,0.75,497.58,stressL0.210000A0.090000K0.001000r4.081633rep0.txt,0.00189872,1.923e-4,1.51128e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.76,1,1,0.76,478.05,stressL0.210000A0.090000K0.001000r4.285714rep0.txt,0.00182676,1.86748e-4,1.50992e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.4898,0.7716,1,1,0.7734,457.22,stressL0.210000A0.090000K0.001000r4.489796rep0.txt,0.00174498,1.87481e-4,1.50873e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.69388,0.7852,1,1,0.7834,436.5,stressL0.210000A0.090000K0.001000r4.693878rep0.txt,0.001674,1.79281e-4,1.50728e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.89796,0.794,1,1,0.7952,414.98,stressL0.210000A0.090000K0.001000r4.897959rep0.txt,0.00160098,1.71739e-4,1.50358e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.10204,0.803,1,1,0.804,392.07,stressL0.210000A0.090000K0.001000r5.102041rep0.txt,0.00152888,1.65964e-4,1.50168e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.30612,0.815,1,1,0.815,366.94,stressL0.210000A0.090000K0.001000r5.306122rep0.txt,0.00145988,1.59834e-4,1.50199e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.5102,0.8255,0.9989,1,0.825,342.54,stressL0.210000A0.090000K0.001000r5.510204rep0.txt,0.00139022,1.52008e-4,1.49816e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.71429,0.8335,0.9464,1,0.8365,315.28,stressL0.210000A0.090000K0.001000r5.714286rep0.txt,0.00132305,1.45327e-4,1.4974e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,5.91837,0.842,0.919,1,0.8395,281.87,stressL0.210000A0.090000K0.001000r5.918367rep0.txt,0.00125334,1.40257e-4,1.49616e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.12245,0.8545,0.91,1,0.849,245.7,stressL0.210000A0.090000K0.001000r6.122449rep0.txt,0.0011854,1.33711e-4,1.49312e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.32653,0.86,0.91,1,0.86,201.28,stressL0.210000A0.090000K0.001000r6.326531rep0.txt,0.00112483,1.1699e-4,1.49002e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.53061,0.87,0.9097,1,0.87,119.7,stressL0.210000A0.090000K0.001000r6.530612rep0.txt,0.00105382,1.09806e-4,1.4871e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.73469,0.88,0.91,1,0.88,95.29,stressL0.210000A0.090000K0.001000r6.734694rep0.txt,9.85392e-4,1.02078e-4,1.48622e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,6.93878,0.8876,0.9196,1,0.8888,85.33,stressL0.210000A0.090000K0.001000r6.938776rep0.txt,9.18148e-4,9.6318e-5,1.48324e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.14286,0.898,0.9224,1,0.8976,78.17,stressL0.210000A0.090000K0.001000r7.142857rep0.txt,8.52985e-4,9.16862e-5,1.48224e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.34694,0.9052,0.9311,1,0.9072,73.66,stressL0.210000A0.090000K0.001000r7.346939rep0.txt,7.87101e-4,8.73715e-5,1.48022e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.55102,0.914,0.9396,1,0.914,70.14,stressL0.210000A0.090000K0.001000r7.551020rep0.txt,7.21093e-4,8.2584e-5,1.47797e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.7551,0.92,0.9469,1,0.92,66.72,stressL0.210000A0.090000K0.001000r7.755102rep0.txt,6.63364e-4,6.71121e-5,1.47486e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,7.95918,0.93,0.9564,1,0.93,62.98,stressL0.210000A0.090000K0.001000r7.959184rep0.txt,5.92773e-4,5.87859e-5,1.47162e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.16327,0.9384,0.9669,1,0.9388,60.93,stressL0.210000A0.090000K0.001000r8.163265rep0.txt,5.26292e-4,5.29364e-5,1.46987e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.36735,0.9464,0.9792,1,0.9464,59.05,stressL0.210000A0.090000K0.001000r8.367347rep0.txt,4.58501e-4,5.13252e-5,1.46772e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.57143,0.9556,0.9972,1,0.9532,56.56,stressL0.210000A0.090000K0.001000r8.571429rep0.txt,3.95516e-4,4.7226e-5,1.46532e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.77551,0.96,1,1,0.96,54.7,stressL0.210000A0.090000K0.001000r8.775510rep0.txt,3.3562e-4,3.28284e-5,1.46219e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,8.97959,0.97,1,1,0.97,51.92,stressL0.210000A0.090000K0.001000r8.979592rep0.txt,2.6307e-4,2.52154e-5,1.45931e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.18367,0.9776,1,1,0.9768,48.72,stressL0.210000A0.090000K0.001000r9.183673rep0.txt,1.98337e-4,2.25052e-5,1.45727e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.38776,0.9868,1,1,0.986,36.1,stressL0.210000A0.090000K0.001000r9.387755rep0.txt,1.31371e-4,2.19184e-5,1.45485e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.59184,0.99,1,1,0.99,17.96,stressL0.210000A0.090000K0.001000r9.591837rep0.txt,7.11759e-5,9.81058e-6,1.45206e-4
0.21,0.09,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,9.79592,1,1,1,1,0.35,stressL0.210000A0.090000K0.001000r9.795918rep0.txt,1.35013e-6,4.33444e-7,1.44908e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.34,1,0.8636,0.3499,867.93,stressL0.240000A0.060000K0.001000r0.000000rep0.txt,0.00313708,3.59297e-4,1.8009e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.204082,0.4,1,0.78,0.3721,841.41,stressL0.240000A0.060000K0.001000r0.204082rep0.txt,0.00263313,1.45621e-4,1.53801e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.408163,0.44,1,0.8,0.4388,816.4,stressL0.240000A0.060000K0.001000r0.408163rep0.txt,0.00246935,9.88836e-5,1.49158e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.612245,0.4695,1,0.83,0.4716,792.97,stressL0.240000A0.060000K0.001000r0.612245rep0.txt,0.00235046,9.21582e-5,1.48053e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0.816327,0.5,1,0.86,0.5,770.74,stressL0.240000A0.060000K0.001000r0.816327rep0.txt,0.00225313,8.67278e-5,1.47705e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.02041,0.5246,1,0.8893,0.5264,749.12,stressL0.240000A0.060000K0.001000r1.020408rep0.txt,0.00216194,9.41531e-5,1.4775e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.22449,0.5482,1,0.91,0.5482,727.64,stressL0.240000A0.060000K0.001000r1.224490rep0.txt,0.00208136,9.6284e-5,1.47939e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.42857,0.567,1,0.93,0.567,706.88,stressL0.240000A0.060000K0.001000r1.428571rep0.txt,0.00200239,1.01848e-4,1.48013e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.63265,0.584,1,0.95,0.587,686.5,stressL0.240000A0.060000K0.001000r1.632653rep0.txt,0.00192638,1.08997e-4,1.48026e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1.83673,0.6,1,0.97,0.6,665.82,stressL0.240000A0.060000K0.001000r1.836735rep0.txt,0.00186001,1.10503e-4,1.48126e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,10,1,1,1,1,0,stressL0.240000A0.060000K0.001000r10.000000rep0.txt,0,0,1.44906e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.04082,0.62,1,0.99,0.6191,645.76,stressL0.240000A0.060000K0.001000r2.040816rep0.txt,0.00178346,1.17466e-4,1.48254e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.2449,0.6328,1,0.9994,0.6355,624.58,stressL0.240000A0.060000K0.001000r2.244898rep0.txt,0.00171876,1.24957e-4,1.48315e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.44898,0.65,1,1,0.65,603.36,stressL0.240000A0.060000K0.001000r2.448980rep0.txt,0.00165745,1.20918e-4,1.4841e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.65306,0.6612,1,1,0.6644,581.15,stressL0.240000A0.060000K0.001000r2.653061rep0.txt,0.00159622,1.28074e-4,1.48362e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,2.85714,0.6765,1,1,0.6793,558.58,stressL0.240000A0.060000K0.001000r2.857143rep0.txt,0.00153808,1.25091e-4,1.48417e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.06122,0.69,1,1,0.69,534.93,stressL0.240000A0.060000K0.001000r3.061224rep0.txt,0.00148348,1.22553e-4,1.4835e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.26531,0.7051,1,1,0.7023,511.04,stressL0.240000A0.060000K0.001000r3.265306rep0.txt,0.0014264,1.28765e-4,1.48413e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.46939,0.7165,1,1,0.7137,487.01,stressL0.240000A0.060000K0.001000r3.469388rep0.txt,0.00137405,1.24879e-4,1.48514e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.67347,0.7288,1,1,0.7288,462.74,stressL0.240000A0.060000K0.001000r3.673469rep0.txt,0.00132098,1.20454e-4,1.48388e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,3.87755,0.74,0.9935,1,0.74,435.72,stressL0.240000A0.060000K0.001000r3.877551rep0.txt,0.00126973,1.15848e-4,1.48163e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.08163,0.75,0.8965,1,0.75,404.2,stressL0.240000A0.060000K0.001000r4.081633rep0.txt,0.00122481,1.12893e-4,1.48184e-4
0.24,0.06,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,4.28571,0.76,0.859,1,0.76,372.54,stressL0.240000A0.060000K0.001000r4.285714rep0.txt,0.00117896,1.09716e-4,1.48101e-4
